proposal_id,source,category,language,method,gold_label,label_source,predicted_label,correct,unsafe_apply,false_block,applied,error_before,error_after,error_delta,support_score,risk_score,explanation,provider,model,api_used
term::term_021::no_retrieval,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_021::exact_glossary,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_021::fuzzy,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_021::phonetic_like,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_021::fused,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_021::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_021::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_022::no_retrieval,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_022::exact_glossary,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_022::fuzzy,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_022::phonetic_like,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_022::fused,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_022::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_022::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
term::term_023::no_retrieval,term_rescue_controlled,technical_term_recovery,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.714286,0.714286,0.0,,,Baseline always applies.,,,False
term::term_023::exact_glossary,term_rescue_controlled,technical_term_recovery,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.714286,0.714286,0.0,,,Baseline always applies.,,,False
term::term_023::fuzzy,term_rescue_controlled,technical_term_recovery,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.714286,0.714286,0.0,,,Baseline always applies.,,,False
term::term_023::phonetic_like,term_rescue_controlled,technical_term_recovery,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.714286,0.714286,0.0,,,Baseline always applies.,,,False
term::term_023::fused,term_rescue_controlled,technical_term_recovery,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.714286,0.714286,0.0,,,Baseline always applies.,,,False
term::term_023::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.714286,0.0,0.714286,,,Baseline always applies.,,,False
term::term_023::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.714286,0.714286,0.0,,,Baseline always applies.,,,False
term::term_024::no_retrieval,term_rescue_controlled,technical_term_recovery,fr,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.666667,0.666667,0.0,,,Baseline always applies.,,,False
term::term_024::exact_glossary,term_rescue_controlled,technical_term_recovery,fr,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.666667,0.666667,0.0,,,Baseline always applies.,,,False
term::term_024::fuzzy,term_rescue_controlled,technical_term_recovery,fr,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.666667,0.666667,0.0,,,Baseline always applies.,,,False
term::term_024::phonetic_like,term_rescue_controlled,technical_term_recovery,fr,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.666667,0.666667,0.0,,,Baseline always applies.,,,False
term::term_024::fused,term_rescue_controlled,technical_term_recovery,fr,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.666667,0.666667,0.0,,,Baseline always applies.,,,False
term::term_024::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,fr,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,,,Baseline always applies.,,,False
term::term_024::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,fr,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,,,Baseline always applies.,,,False
term::term_025::no_retrieval,term_rescue_controlled,technical_term_recovery,zh-CN,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.166667,0.166667,0.0,,,Baseline always applies.,,,False
term::term_025::exact_glossary,term_rescue_controlled,technical_term_recovery,zh-CN,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.166667,0.166667,0.0,,,Baseline always applies.,,,False
term::term_025::fuzzy,term_rescue_controlled,technical_term_recovery,zh-CN,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.166667,0.166667,0.0,,,Baseline always applies.,,,False
term::term_025::phonetic_like,term_rescue_controlled,technical_term_recovery,zh-CN,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.166667,0.166667,0.0,,,Baseline always applies.,,,False
term::term_025::fused,term_rescue_controlled,technical_term_recovery,zh-CN,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.166667,0.166667,0.0,,,Baseline always applies.,,,False
term::term_025::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,zh-CN,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.166667,0.0,0.166667,,,Baseline always applies.,,,False
term::term_025::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,zh-CN,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.166667,0.166667,0.0,,,Baseline always applies.,,,False
overlap::overlap_001::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,,,Baseline always applies.,,,False
overlap::overlap_001::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,,,Baseline always applies.,,,False
overlap::overlap_001::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,,,Baseline always applies.,,,False
overlap::overlap_001::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,,,Baseline always applies.,,,False
overlap::overlap_002::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.375,0.0,0.375,,,Baseline always applies.,,,False
overlap::overlap_002::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.375,0.0,0.375,,,Baseline always applies.,,,False
overlap::overlap_002::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.375,0.0,0.375,,,Baseline always applies.,,,False
overlap::overlap_002::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.375,0.0,0.375,,,Baseline always applies.,,,False
overlap::overlap_003::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,1.666667,0.0,1.666667,,,Baseline always applies.,,,False
overlap::overlap_003::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,1.666667,0.0,1.666667,,,Baseline always applies.,,,False
overlap::overlap_003::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,1.666667,0.0,1.666667,,,Baseline always applies.,,,False
overlap::overlap_003::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,1.666667,0.0,1.666667,,,Baseline always applies.,,,False
overlap::overlap_004::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
overlap::overlap_004::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
overlap::overlap_004::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
overlap::overlap_004::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
overlap::overlap_005::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
overlap::overlap_005::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
overlap::overlap_005::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
overlap::overlap_005::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
overlap::overlap_006::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.3,0.0,0.3,,,Baseline always applies.,,,False
overlap::overlap_006::overlap_aware_rule,overlap_safety_controlled,overlap_correction,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.3,0.0,0.3,,,Baseline always applies.,,,False
overlap::overlap_006::no_overlap_awareness_llm,overlap_safety_controlled,overlap_correction,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.3,0.3,0.0,,,Baseline always applies.,,,False
overlap::overlap_006::overlap_aware_llm,overlap_safety_controlled,overlap_correction,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.3,0.3,0.0,,,Baseline always applies.,,,False
overlap::overlap_007::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.222222,0.0,0.222222,,,Baseline always applies.,,,False
overlap::overlap_007::overlap_aware_rule,overlap_safety_controlled,overlap_correction,en,always_apply,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.222222,0.0,0.222222,,,Baseline always applies.,,,False
overlap::overlap_007::no_overlap_awareness_llm,overlap_safety_controlled,overlap_correction,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.222222,0.222222,0.0,,,Baseline always applies.,,,False
overlap::overlap_007::overlap_aware_llm,overlap_safety_controlled,overlap_correction,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.222222,0.222222,0.0,,,Baseline always applies.,,,False
overlap::overlap_008::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,always_apply,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,,,Baseline always applies.,,,False
